1.186442,-1.344743,1.519848,0.434789
-0.291717,0.714168,-0.369482,0.056929
-1.489883,-0.566866,0.558318,0.298827
0.778446,-0.556792,0.296181,0.098829
-0.714176,-0.184937,-1.099488,0.131225
0.481451,-0.890495,-1.450346,0.209100
0.044551,-1.900449,-0.350272,0.285131
-0.037405,-0.018912,-0.898807,0.046796
-1.916378,1.939665,0.183305,0.715097
-1.023561,1.251124,1.977547,0.466911
-0.162140,0.437566,-1.367195,0.125601
-0.642292,-1.854151,1.346973,0.416726
0.988226,-1.344033,-1.219893,0.337494
-0.453456,1.434412,0.223315,0.184875
1.842725,-1.279764,-1.961622,0.739786
-1.256763,1.201688,-0.852116,0.335216
-0.707109,-0.753762,-0.752565,0.134071
0.942619,1.208834,1.228523,0.302002
-1.956188,1.292455,1.168188,0.648765
0.227117,-1.731106,0.419312,0.246613
0.204664,0.106754,-1.143121,0.081098
0.837469,1.464462,-0.997272,0.303276
0.184441,0.452688,-0.341306,0.026409
0.964548,1.999232,-0.906893,0.462254
-0.812137,1.841957,-0.186657,0.339099
-0.773758,-1.414805,-0.984970,0.279027
0.374126,-0.121914,0.261269,0.021232
1.621561,-1.179295,-0.529898,0.426579
0.850084,-1.135483,-1.237442,0.270903
0.018272,1.091634,-0.968548,0.145825
-1.562416,-0.703702,1.138206,0.394504
-0.705537,-1.866233,0.602668,0.346301
0.297191,0.318208,-0.944644,0.069462
1.955885,-0.717244,-0.945411,0.532540
-0.951008,0.470620,-1.103454,0.191640
0.862334,1.696862,-0.518259,0.322786
1.877365,0.070987,1.359826,0.513741
0.138633,-0.307452,-1.819469,0.200477
1.608736,-1.457368,-0.954952,0.514609
-1.628707,0.560904,-1.863318,0.530585
-0.597255,0.998488,-0.567020,0.136399
-1.459048,-1.707049,-0.433253,0.480618
1.143620,0.590142,1.884955,0.382681
-1.801024,0.546026,-0.832289,0.437170
-0.746435,1.595018,1.638331,0.414841
0.150111,0.457352,1.335192,0.121540
1.631851,0.334717,-0.593821,0.336224
0.991677,-1.526650,1.098728,0.362400
1.172209,-1.917914,1.641360,0.596927
-1.782743,-1.546621,0.202264,0.553075
-1.646061,-0.143875,-0.799248,0.351083
-0.213081,0.397076,-0.506297,0.032156
1.353665,-0.459304,-1.916155,0.439485
1.238620,-0.260328,0.629872,0.205122
-1.593669,0.993237,0.224890,0.371856
-1.955339,-0.856652,-1.317758,0.597788
1.379854,-1.224801,1.016959,0.394753
-1.213967,1.766876,1.490309,0.538322
1.884761,0.939085,1.572395,0.620360
1.526121,1.156342,-1.974226,0.596452
-0.271615,1.510280,-0.118101,0.184775
0.929137,-0.702801,-1.721025,0.308486
-1.577159,-1.349136,-0.180328,0.428900
-1.493314,1.889484,1.559344,0.672215
1.136557,-1.704185,0.552581,0.390069
-0.638553,-1.659524,1.695929,0.424829
0.043689,1.720330,-1.528872,0.362730
-0.939353,-1.493637,-1.761996,0.452538
-1.449044,-1.608876,1.177089,0.521325
-1.876649,1.917245,0.333430,0.695533
-1.850875,-0.354371,-0.156289,0.406347
0.031024,-1.425233,1.140910,0.231461
0.309999,-1.002393,1.791774,0.273599
-1.870329,-0.495707,1.681258,0.585607
1.689015,-1.359149,1.977073,0.696774
0.241596,0.002297,-1.682451,0.170042
-0.062475,-1.954014,-1.962122,0.516267
0.408653,-0.893367,-1.455759,0.202925
0.646656,-0.342410,-1.064635,0.122660
-0.176255,-0.219059,-1.147391,0.083228
-1.842825,-0.069934,0.498239,0.406544
0.000886,1.961090,1.073005,0.362260
-0.858204,0.271089,-1.929387,0.305397
-1.066430,0.400760,-0.425094,0.154004
-1.385172,0.089775,0.215757,0.224694
-1.408099,-1.668628,-1.781946,0.626149
-1.090551,0.268897,-1.735960,0.316648
-1.052672,-1.322451,-0.629327,0.285238
-0.508431,1.324206,1.028263,0.225713
0.426933,-0.852049,-1.190796,0.158684
1.279543,-0.694874,0.739270,0.257583
-0.222219,1.306012,0.700359,0.165201
-1.149213,-1.552191,-1.028551,0.398752
-1.078601,-0.618621,1.372209,0.272306
0.496305,-0.003793,-0.538016,0.045122
-1.287938,0.588108,-0.206644,0.220467
-1.069884,1.497558,-1.937747,0.521216
-0.805844,-1.555115,-1.260198,0.352579
0.564829,-0.063546,-1.935992,0.253357
-0.406907,-1.636612,-0.788041,0.260971
0.402296,1.642930,0.517085,0.241732
-0.858434,-0.579289,-0.176903,0.112647
1.841925,0.271498,0.270906,0.401368
-1.186626,1.192897,1.652285,0.429435
-1.814417,-0.310797,-0.351508,0.394417
-0.352433,0.401265,-1.763399,0.206116
1.440923,1.331381,1.734159,0.549419
1.503176,-1.474463,-1.820956,0.619251
-1.757021,1.090366,0.115498,0.448430
-1.693013,-1.316541,0.478886,0.477286
-0.481054,1.085755,0.121816,0.118240
-1.963970,-1.772679,1.542527,0.824054
-0.140873,-1.930753,-0.185975,0.291040
-1.869967,-1.117379,-0.993078,0.556412
1.782318,-0.931797,0.696125,0.461283
-0.569190,0.715771,-0.902611,0.123794
-0.332589,0.156694,-1.571230,0.157081
-0.598431,-0.340129,-1.045694,0.113306
-0.419387,-0.097151,-1.955327,0.241596
1.696112,0.209836,-1.271869,0.428651
0.174998,1.728782,1.813887,0.423251
-1.703187,1.764812,-1.958792,0.795652
1.839340,-0.376060,-1.889546,0.607228
-0.346635,-0.246027,-1.006925,0.077014
0.660287,-0.463709,0.061278,0.067062
-0.643588,0.967101,-1.222951,0.206023
0.453801,-1.365488,0.933743,0.217490
0.882571,0.036082,-1.406386,0.204088
1.836878,1.616695,0.496463,0.604596
1.881551,1.312807,-1.293700,0.637620
-1.390318,-0.512195,-1.564919,0.384504
-1.576432,-0.215382,-1.800106,0.477260
-1.535224,-0.376042,-0.176166,0.284619
-1.424770,1.277324,1.577807,0.503355
-0.431695,-0.062389,-0.885902,0.067081
1.629584,1.294023,-1.918801,0.647628
-1.593367,-0.252175,-1.284288,0.392990
1.340376,-1.369604,0.751793,0.384202
1.933990,-1.532726,0.368489,0.620120
0.430453,-1.651175,-0.318704,0.236961
1.136752,-1.041493,1.169101,0.311393
1.571834,-0.617925,-1.046282,0.377604
1.771728,-0.153149,0.577677,0.383251
-0.404439,0.422082,-0.145000,0.033791
-0.826632,1.990387,1.792612,0.568978
0.287466,1.619971,1.086635,0.279526
0.368665,-1.973397,-1.165540,0.393618
1.084376,1.366979,-0.535144,0.295940
-0.163830,1.300969,-0.067870,0.133557
-1.795341,-0.268578,0.280955,0.382016
-0.114046,-1.131826,1.239461,0.188672
-0.944945,-1.559992,-1.378464,0.399852
0.008773,-1.788264,0.468387,0.258657
-1.413550,-0.192703,-1.109531,0.304432
0.441451,0.980665,-1.119144,0.168722
0.234062,-0.731869,-1.499174,0.177189
-0.679303,1.636796,-1.472570,0.384433
0.155157,0.721172,1.894409,0.249830
1.620013,-1.442658,1.195378,0.545355
-0.447857,-1.237999,-1.073200,0.207487
1.833097,0.647955,-0.205026,0.422442
1.072558,1.703010,0.234983,0.359018
1.694095,-0.288217,0.446719,0.349052
0.162482,0.298233,-1.745984,0.185761
1.052951,-1.260316,1.234682,0.338060
1.933806,0.973746,-1.497187,0.633751
-1.565367,-1.705557,-1.860391,0.706175
-1.037938,0.449600,0.860781,0.182601
-1.143528,0.069612,1.418123,0.267280
-1.948150,1.621755,-1.819877,0.831307
-1.021350,1.454852,0.828078,0.322740
0.773624,0.527410,0.531088,0.106726
-0.991393,0.221505,-1.757128,0.295306
1.455326,-1.616014,0.541105,0.462158
1.709342,1.436937,1.280789,0.590606
0.944024,1.370743,0.254535,0.251100
1.446836,1.805376,0.548978,0.509648
1.586445,-1.232562,-1.001422,0.465120
0.447226,-0.376090,1.068190,0.099787
-0.134652,-0.324240,0.689944,0.037642
0.045472,0.654409,0.144796,0.034391
-1.126450,-0.571967,-1.327794,0.273289
1.404639,0.436640,0.893711,0.288401
1.647511,-0.108034,1.277697,0.408268
0.188616,-0.398691,0.714634,0.045796
-0.530595,-1.454668,0.085377,0.195679
1.723940,1.992169,-0.109247,0.648895
0.272918,1.578614,0.658192,0.225282
1.271495,0.025840,-1.717898,0.356854
0.339685,1.891188,-0.042139,0.288539
-0.970371,-0.063340,-1.387730,0.220061
1.174425,0.810210,0.040304,0.209736
1.846631,0.214849,-1.523056,0.530846
0.740342,-0.137640,0.368911,0.072552
0.018039,-1.949025,1.970219,0.516193
-1.267327,-0.479620,-1.484448,0.330146
0.818050,-0.755681,-1.492280,0.249618
-1.291197,1.517237,-1.913666,0.580721
1.366995,0.788732,0.112174,0.264196
1.649096,-0.871583,0.003362,0.372227
-0.393042,0.158046,1.940022,0.236882
0.219228,-0.667529,0.750232,0.072294
-1.740468,-0.820898,-1.034919,0.463155
-1.263524,1.919444,0.827441,0.507115
1.105387,-0.062517,0.878416,0.185803
1.075606,0.670155,-1.601204,0.315953
1.591158,-0.511794,-0.356885,0.319626
-1.901122,0.197009,-0.839648,0.460690
-1.814787,-0.435996,1.949084,0.613805
0.297387,-0.786900,-0.922499,0.106933
-1.699252,0.820058,1.235547,0.472970
-1.759230,-0.960714,-1.431983,0.546403
0.991002,-0.701182,-0.252881,0.154827
1.956083,0.035294,-0.333437,0.448002
0.783524,-0.859319,1.604046,0.276078
-0.338060,-1.783713,0.274201,0.262265
0.060736,1.807445,1.762407,0.430919
1.703851,1.906324,-0.040584,0.614613
-1.135796,-1.908463,1.523419,0.562914
-1.186712,0.388923,-1.263480,0.266229
-0.109211,0.689671,1.556578,0.177749
-0.873664,0.930442,-1.404136,0.268412
-0.305647,-0.078556,-0.105318,0.011894
1.441473,-0.122473,1.929976,0.455798
-0.891964,-1.338948,-0.929343,0.279534
-1.287918,0.322992,-0.713055,0.228751
0.986283,-1.616272,-0.905610,0.360505
0.748689,-1.912421,-0.999286,0.403622
-1.291895,-1.048217,-0.907749,0.324635
-1.768475,-0.234929,1.481174,0.491681
-1.031955,1.655860,0.170845,0.335474
-1.475378,-1.217804,-0.898713,0.411840
-0.879514,0.476549,1.022731,0.167069
1.015168,-0.081978,-1.099742,0.189203
0.945144,1.026058,-0.438690,0.195160
-1.984199,1.738139,1.884301,0.891511
-0.697254,0.724422,-1.731971,0.269525
0.397136,-0.526888,-1.644391,0.195554
1.397851,0.181217,-0.692608,0.255661
-1.509899,0.412741,1.072464,0.342514
1.971275,1.380786,0.728324,0.625638
0.142120,1.905408,1.510520,0.413241
1.243406,-0.974106,-0.012931,0.251392
0.266137,-1.958938,1.905091,0.512747
1.166395,0.986206,0.931149,0.281815
-1.272296,1.002007,0.669288,0.289852
-1.387994,-1.695247,-0.606290,0.464565
-1.119965,0.701889,0.866822,0.225974
-0.764356,0.099740,-0.951961,0.120460
0.543036,0.589841,1.460780,0.183896
-0.384500,0.561116,0.841566,0.082137
-1.656176,-1.296764,0.746974,0.478035
1.854343,1.946642,1.772868,0.869584
-0.158587,0.212779,1.813929,0.196212
-0.253496,-0.620826,0.800135,0.073998
-1.322347,0.106878,-0.197858,0.204899
1.346941,0.718884,0.106895,0.249749
-1.259348,1.598919,-1.191216,0.461517
1.607474,-1.165437,0.908524,0.450251
-1.344488,1.377599,-0.501635,0.369075
-1.883708,-1.006901,-1.940519,0.704661
0.957858,-0.663077,-1.237284,0.228005
-0.295168,-0.808734,-1.290642,0.156466
-0.522300,1.032679,0.922137,0.162567
-0.708371,-1.220817,-1.698689,0.339018
-1.908236,-0.543164,0.408189,0.452464
-0.106094,-1.196223,-0.872928,0.155333
-1.999199,-0.455571,-1.274009,0.570774
-1.190415,-0.848097,-0.439446,0.229980
1.718109,-0.192585,-1.061846,0.408506
-0.783526,-0.076292,-0.068747,0.071556
-0.724045,-1.118434,1.268176,0.249497
0.038671,0.586398,-1.540557,0.163546
0.748030,-1.935902,1.492122,0.481297
-0.329833,-0.644273,-1.728695,0.216890
-0.028523,-0.552509,-0.271859,0.027840
-1.620334,1.341397,0.531918,0.457675
-0.493262,1.342198,-1.923653,0.380137
0.232729,-1.848217,-0.771750,0.303373
1.793284,1.869892,1.035665,0.701904
-1.268562,-0.913634,-1.040627,0.312368
0.662691,0.362321,-0.159061,0.062230
-0.069132,-1.599007,-1.572663,0.339919
0.390310,1.149022,-1.508566,0.250430
-0.117568,-1.180811,-0.152839,0.110198
0.153737,0.790666,1.294652,0.147515
1.881878,1.170332,0.636049,0.537330
0.413795,-1.322930,-0.021753,0.154411
0.490142,0.909799,0.130030,0.092367
1.718392,0.703083,-0.000078,0.378741
0.754057,1.434521,1.086288,0.291982
1.713430,0.097212,-0.551391,0.357018
-0.445631,-1.971920,-0.150398,0.323332
-0.018295,0.418390,-1.001375,0.071355
0.473139,-1.699178,-0.182186,0.249838
-1.679700,0.454559,-1.391520,0.453151

